customerID,churn_probability,risk_segment,MonthlyCharges,TotalCharges,Churn
4854-CIDCF,0.4289609,Medium Risk,73.85,196.4,No
8640-SDGKB,0.33852422,Medium Risk,74.4,299.7,Yes
3280-MRDOF,0.05494696,Low Risk,69.1,2093.9,No
6435-SRWBJ,0.33486703,Medium Risk,82.75,417.75,No
9964-WBQDJ,0.032157306,Low Risk,24.4,1725.4,No
6303-KFWSL,0.32872632,Medium Risk,55.25,1620.2,No
1702-CCFNJ,0.27223766,Low Risk,61.35,3169.55,No
8932-CZHRQ,0.26075214,Low Risk,76.75,5233.25,No
0386-CWRGM,0.08370361,Low Risk,19.4,967.85,No
5515-RUGKN,0.42335564,Medium Risk,54.75,438.05,No
0404-AHASP,0.048492715,Low Risk,19.7,1421.9,No
7279-NMVJC,0.2740536,Low Risk,19.9,323.15,No
2081-VEYEH,0.3762211,Medium Risk,107.95,318.6,No
6407-UTSLV,0.4242636,Medium Risk,83.8,163.7,No
4116-TZAQJ,0.3189357,Medium Risk,74.25,639.65,Yes
9060-HJJRW,0.32743168,Medium Risk,56.4,2928.5,No
2587-YNLES,0.03507198,Low Risk,20.1,100.35,No
7398-SKNQZ,0.55709696,High Risk,94.9,273.2,No
5935-FCCNB,0.55647826,High Risk,94.2,1608.15,No
1958-RNRKS,0.40648937,Medium Risk,49.9,1441.95,No
5136-RGMZO,0.31960803,Medium Risk,71.05,2168.15,No
8345-MVDYC,0.040426146,Low Risk,81.65,3618.7,No
8226-BXGES,0.23920055,Low Risk,89.45,5692.65,No
3877-JRJIP,0.5088511,High Risk,59.85,59.85,Yes
8375-DKEBR,0.5495367,High Risk,69.6,69.6,Yes
9705-IOVQQ,0.31652528,Medium Risk,99.0,5969.3,No
1015-OWJKI,0.4145267,Medium Risk,19.05,19.05,No
7511-YMXVQ,0.489148,Medium Risk,45.4,418.8,Yes
2040-XBAVJ,0.051499523,Low Risk,114.45,8100.55,No
7551-JOHTI,0.40633905,Medium Risk,19.5,19.5,Yes
8887-IPQNC,0.3607219,Medium Risk,44.25,313.45,No
8646-JCOMS,0.38993096,Medium Risk,90.55,6130.95,No
9804-ICWBG,0.5869429,High Risk,69.9,69.9,Yes
1222-KJNZD,0.24080506,Low Risk,20.4,745.3,No
0106-GHRQR,0.3933946,Medium Risk,71.4,1212.1,No
5318-IXUZF,0.4242636,Medium Risk,87.15,183.75,Yes
3768-VHXQO,0.057965342,Low Risk,24.85,1583.5,No
8952-WCVCD,0.2061413,Low Risk,104.45,4162.05,No
2418-TPEUN,0.038544595,Low Risk,19.8,1119.9,No
3963-RYFNS,0.034066714,Low Risk,116.45,8013.55,No
3198-VELRD,0.52301466,High Risk,84.75,264.85,Yes
8540-ZQGEA,0.04383318,Low Risk,20.05,1102.4,No
1320-REHCS,0.46471074,Medium Risk,110.75,5832.0,No
4137-JOPHL,0.028787281,Low Risk,89.7,4304.5,No
9436-ZBZCT,0.42083862,Medium Risk,89.95,1178.4,Yes
7801-CEDNV,0.2182694,Low Risk,48.7,1421.75,No
2057-BOYKM,0.02899873,Low Risk,96.6,6827.5,No
3658-QQJYD,0.19387665,Low Risk,74.3,4698.05,No
1803-BGNBD,0.2826442,Low Risk,54.3,654.5,No
0134-XWXCE,0.25742456,Low Risk,74.85,3268.05,No
6950-TWMYB,0.039112292,Low Risk,79.95,4362.05,No
5848-FHRFC,0.03693801,Low Risk,20.05,1386.9,No
2243-FNMMI,0.32341006,Medium Risk,19.4,415.4,No
2511-MORQY,0.23573558,Low Risk,54.9,2614.1,No
5356-KZCKT,0.105797954,Low Risk,24.45,1513.6,No
9470-XCCEM,0.36832175,Medium Risk,89.65,3161.6,No
6519-CFDBX,0.40997308,Medium Risk,45.4,80.95,No
3902-MIVLE,0.03607474,Low Risk,75.7,4676.7,No
0409-WTMPL,0.19347288,Low Risk,110.65,6526.65,No
8763-KIAFH,0.21470758,Low Risk,20.55,583.3,No
3669-WHAFY,0.029360501,Low Risk,115.15,8078.1,No
3055-VTCGS,0.27294537,Low Risk,58.55,3503.5,No
3144-KMTWZ,0.3105699,Medium Risk,93.25,6669.45,No
7279-BUYWN,0.29065937,Low Risk,113.2,4689.5,Yes
7156-MHUGY,0.5442655,High Risk,90.5,1201.15,Yes
7198-GLXTC,0.5629963,High Risk,79.0,143.65,Yes
2007-QVGAW,0.030230178,Low Risk,19.35,1292.65,No
5207-PLSTK,0.3305777,Medium Risk,48.75,48.75,No
2307-FYNNL,0.054578334,Low Risk,109.05,7108.2,No
5605-XNWEN,0.042415235,Low Risk,25.0,1802.55,No
2155-AMQRX,0.18591963,Low Risk,54.9,1505.15,No
6181-AXXYF,0.10736182,Low Risk,24.75,1859.1,No
5091-HFAZW,0.27870056,Low Risk,91.15,168.5,No
0516-VRYBW,0.30415043,Medium Risk,20.15,390.85,Yes
2519-LBNQL,0.27571574,Low Risk,104.35,6339.45,No
8623-ULFNQ,0.28325492,Low Risk,66.05,1652.4,No
8380-PEFPE,0.5869429,High Risk,71.65,71.65,Yes
5687-DKDTV,0.38980746,Medium Risk,20.35,77.5,Yes
1568-LJSZU,0.05827207,Low Risk,92.2,6392.85,No
7530-HDYDS,0.22417296,Low Risk,84.25,3264.5,Yes
7789-HKSBS,0.28485748,Low Risk,105.2,4599.15,No
7416-CKTEP,0.040712092,Low Risk,19.6,1134.25,No
2586-CWXVV,0.479546,Medium Risk,30.4,1621.35,No
3096-IZETN,0.5033518,High Risk,78.1,947.3,Yes
2348-KCJLT,0.12515873,Low Risk,61.5,2722.2,No
8401-EMUWF,0.15891945,Low Risk,69.4,3058.3,No
4193-IBKSW,0.054944184,Low Risk,24.75,1769.6,No
5377-NDTOU,0.029572599,Low Risk,91.05,6293.75,No
5922-ABDVO,0.37720153,Medium Risk,89.65,1761.05,Yes
2474-LCNUE,0.2977062,Low Risk,73.65,1642.75,No
0839-QNXME,0.03601983,Low Risk,19.4,578.5,No
3506-OVLKD,0.33057395,Medium Risk,26.2,954.9,No
9172-ANCRX,0.3023441,Medium Risk,98.7,973.25,Yes
6650-VJONK,0.4741226,Medium Risk,43.85,43.85,No
2178-PMGCJ,0.45135424,Medium Risk,69.7,1490.4,No
7492-TAFJD,0.042347442,Low Risk,38.55,280.0,No
2773-MADBQ,0.025391065,Low Risk,53.1,1901.25,No
6016-LVTJQ,0.3256768,Medium Risk,20.65,716.4,No
7860-KSUGX,0.06129566,Low Risk,64.45,4720.0,No
8966-KZXXA,0.049096815,Low Risk,25.1,930.95,No
6910-HADCM,0.4103046,Medium Risk,76.35,76.35,Yes
4816-LXZYW,0.4036868,Medium Risk,79.15,1676.95,Yes
9606-PBKBQ,0.5088602,High Risk,85.0,2642.05,Yes
5149-QYTTU,0.18403263,Low Risk,95.15,6770.85,No
2070-XYMFH,0.35917524,Medium Risk,79.35,1835.3,No
2085-BOJKI,0.35513258,Medium Risk,96.65,1588.25,No
0817-HSUSE,0.41830483,Medium Risk,75.5,75.5,No
5442-PPTJY,0.03673292,Low Risk,19.7,258.35,No
1927-QEWMY,0.033731874,Low Risk,20.5,1502.25,No
1663-MHLHE,0.4145267,Medium Risk,19.2,19.2,No
5663-QBGIS,0.07968878,Low Risk,98.35,6929.4,No
4450-MDZFX,0.4533088,Medium Risk,74.35,4453.3,No
6701-DHKWQ,0.11671394,Low Risk,51.35,3244.4,No
7554-AKDQF,0.27188125,Low Risk,45.65,323.45,No
3536-IQCTX,0.53200823,High Risk,85.3,2661.1,Yes
4911-BANWH,0.42007363,Medium Risk,86.55,2697.4,Yes
8496-EJAUI,0.34460104,Medium Risk,73.85,1424.5,Yes
0794-YVSGE,0.05348613,Low Risk,20.3,1401.15,No
5423-BHIXO,0.27495706,Low Risk,54.2,1739.6,No
6908-VVYHM,0.43737152,Medium Risk,90.65,5931.0,No
2959-EEXWB,0.25110397,Low Risk,50.9,2333.85,No
1839-UMACK,0.4115863,Medium Risk,25.05,949.85,No
3030-YDNRM,0.49757093,Medium Risk,74.85,572.45,No
7321-KKSDU,0.049284134,Low Risk,20.5,696.8,No
3402-XRIUO,0.20081657,Low Risk,63.55,1381.8,No
3132-TVFDZ,0.41518956,Medium Risk,44.85,2572.95,Yes
8286-AFUYI,0.28270304,Low Risk,47.95,47.95,No
8080-DDEMJ,0.4326374,Medium Risk,45.1,45.1,Yes
8356-WUAOJ,0.44846603,Medium Risk,45.0,45.0,No
6365-MTGZX,0.36851588,Medium Risk,96.0,2122.45,Yes
1349-WXNGG,0.45734814,Medium Risk,20.05,20.05,Yes
8058-DMYRU,0.49341688,Medium Risk,90.05,4931.8,No
9350-ZXYJC,0.046315454,Low Risk,25.3,116.95,No
6990-YNRIO,0.07426577,Low Risk,108.65,6937.95,Yes
8958-JPTRR,0.26274186,Low Risk,24.3,1261.7,No
6959-GQEGV,0.33107564,Medium Risk,75.95,3273.8,No
3173-WSSUE,0.037973955,Low Risk,19.7,1415.85,No
1265-HVPZB,0.17746083,Low Risk,66.4,3958.2,No
4115-UMJFQ,0.21973921,Low Risk,35.75,2492.25,No
7369-TRPFD,0.19520065,Low Risk,18.8,279.2,No
1098-KFQEC,0.053365428,Low Risk,19.4,1083.0,No
7190-XHTWJ,0.17437315,Low Risk,19.3,755.5,No
0621-TWIEM,0.4308148,Medium Risk,45.55,402.6,Yes
3537-RYBHH,0.17691563,Low Risk,67.45,3252.0,No
2485-ITVKB,0.45044652,Medium Risk,35.1,68.75,Yes
3669-OYSJI,0.40753305,Medium Risk,46.2,46.2,Yes
1612-EOHDH,0.4088675,Medium Risk,45.15,45.15,Yes
6702-OHFWR,0.53159904,High Risk,43.3,43.3,Yes
5296-BFCYD,0.024719458,Low Risk,20.1,936.85,No
4510-PYUSH,0.13325648,Low Risk,57.15,2250.65,Yes
9359-JANWS,0.044950083,Low Risk,58.9,3857.1,No
7517-SAWMO,0.2542262,Low Risk,73.2,1441.1,Yes
4143-HHPMK,0.3934998,Medium Risk,85.35,4338.6,Yes
3279-DYZQM,0.044915963,Low Risk,19.45,1378.45,No
7054-LGEQW,0.35310364,Medium Risk,45.95,45.95,Yes
0523-VNGTF,0.37293988,Medium Risk,50.5,2566.3,No
9575-IWCAZ,0.39429688,Medium Risk,25.1,171.0,No
7105-MXJLL,0.1749949,Low Risk,60.7,1597.4,No
7064-FRRSW,0.44257382,Medium Risk,99.0,4744.35,No
7940-UQQUG,0.31947953,Medium Risk,104.4,6721.6,No
0923-PNFUB,0.48312607,Medium Risk,83.75,247.25,Yes
3961-SXAXY,0.4741226,Medium Risk,44.05,44.05,No
7010-BRBUU,0.053062495,Low Risk,24.1,1734.65,No
3566-HJGPK,0.43845978,Medium Risk,45.55,45.55,No
3062-ICYZQ,0.2509827,Low Risk,93.8,4539.35,No
9938-PRCVK,0.04071472,Low Risk,19.7,804.25,No
0973-KYVNF,0.034202684,Low Risk,70.65,5011.15,No
5129-HHMZC,0.037423577,Low Risk,86.45,3574.5,No
9637-CDTKZ,0.038335286,Low Risk,114.1,8086.4,No
3946-JEWRQ,0.35516852,Medium Risk,95.2,4563.0,No
7873-CVMAW,0.055488653,Low Risk,88.55,6362.35,No
0463-WZZKO,0.3541629,Medium Risk,20.75,67.1,No
3494-JCHRQ,0.5869429,High Risk,70.05,70.05,Yes
6474-FVJLC,0.50409406,High Risk,86.0,165.45,Yes
4524-QCSSM,0.22121857,Low Risk,44.65,1156.55,No
5832-EXGTT,0.16484727,Low Risk,60.2,1834.15,No
8840-DQLGN,0.3605539,Medium Risk,100.5,3653.35,Yes
2039-JONDJ,0.15894152,Low Risk,55.45,1477.65,No
7217-JYHOQ,0.19220796,Low Risk,70.3,1706.45,No
6695-FRVEC,0.047240783,Low Risk,60.4,3953.7,No
4547-LYTDD,0.4716243,Medium Risk,72.65,1194.3,Yes
9894-QMIMJ,0.13980566,Low Risk,55.8,1327.85,No
8069-YQQAJ,0.36520007,Medium Risk,31.1,419.7,No
6770-XUAGN,0.42055944,Medium Risk,21.0,21.0,Yes
4193-ORFCL,0.35310364,Medium Risk,45.1,45.1,Yes
1636-NTNCO,0.50910956,High Risk,50.95,207.35,No
3466-WAESX,0.2354065,Low Risk,69.1,1083.7,No
9281-PKKZE,0.47205266,Medium Risk,43.95,2007.85,No
3638-VBZTA,0.044437848,Low Risk,86.5,5882.75,No
7459-IMVYU,0.3035542,Medium Risk,69.95,2657.55,No
7776-QWNFX,0.24029279,Low Risk,50.4,1527.5,Yes
6689-TCZHQ,0.52193886,High Risk,78.95,378.4,Yes
8563-OYMQY,0.36661977,Medium Risk,90.95,1612.2,No
0754-EEBDC,0.036040414,Low Risk,19.9,76.65,No
5777-ZPQNC,0.4117472,Medium Risk,20.15,260.7,No
1951-IEYXM,0.037349135,Low Risk,90.6,6441.85,No
3318-NMQXL,0.5394601,High Risk,92.0,266.8,No
3143-ILDAL,0.39973268,Medium Risk,94.45,5124.6,Yes
1022-RKXDR,0.20733534,Low Risk,24.85,962.25,No
2361-FJWNO,0.2559852,Low Risk,36.0,1382.9,No
2272-UOINI,0.28217167,Low Risk,78.5,571.05,No
8232-UTFOZ,0.0425966,Low Risk,19.95,1399.35,No
3750-YHRYO,0.3408,Medium Risk,20.65,150.0,No
6637-KYRCV,0.3646827,Medium Risk,30.5,167.2,No
5668-MEISB,0.048832357,Low Risk,106.1,7657.4,No
0129-QMPDR,0.2165069,Low Risk,20.5,865.05,No
7188-CBBBA,0.26192093,Low Risk,95.5,6153.85,No
5356-CSVSQ,0.36554116,Medium Risk,64.6,174.2,No
3221-CJMSG,0.18123129,Low Risk,51.1,1269.6,No
4720-VSTSI,0.47376248,Medium Risk,84.8,3862.55,Yes
3219-JQRSL,0.043757156,Low Risk,89.1,6352.4,No
2801-NISEI,0.2843028,Low Risk,54.95,1348.5,No
3946-MHCZW,0.33649063,Medium Risk,50.9,50.9,Yes
4623-ZKHLY,0.21848716,Low Risk,20.45,471.55,No
6732-VAILE,0.051753376,Low Risk,85.95,5931.75,No
8201-AAXCB,0.44741902,Medium Risk,60.35,1404.65,No
7696-CFTAT,0.046939056,Low Risk,19.8,726.1,No
1845-CSBRZ,0.52142274,High Risk,85.35,1961.6,No
2123-VSCOT,0.045224786,Low Risk,72.1,4194.85,No
6651-AZVTJ,0.5270667,High Risk,99.8,4872.45,Yes
4566-GOLUK,0.37036964,Medium Risk,107.35,5118.95,Yes
2484-DGXPZ,0.32702124,Medium Risk,19.55,658.95,Yes
2018-QKYGT,0.58883375,High Risk,81.05,81.05,No
2792-VPPET,0.35729423,Medium Risk,20.5,76.95,No
7409-JURKQ,0.25662443,Low Risk,111.8,5809.75,No
3247-MHJKM,0.4145267,Medium Risk,20.2,20.2,No
1964-SVLEA,0.11840864,Low Risk,19.7,415.9,No
4587-NUKOX,0.2545851,Low Risk,79.1,246.5,Yes
7297-DVYGA,0.20257233,Low Risk,19.85,996.95,No
2239-CGBUZ,0.11229809,Low Risk,60.5,3145.15,No
0854-UYHZD,0.033314098,Low Risk,19.55,265.3,No
7243-LCGGZ,0.40633905,Medium Risk,20.9,20.9,No
8267-KFGYD,0.4113557,Medium Risk,21.05,21.05,No
4890-VMUAV,0.16355555,Low Risk,71.5,4576.3,No
9261-WDCAF,0.40680945,Medium Risk,54.65,189.1,No
3764-MNMOI,0.035351202,Low Risk,19.2,908.15,No
7442-YGZFK,0.5224756,High Risk,49.8,49.8,No
0420-BWTPW,0.4231689,Medium Risk,25.5,215.2,Yes
8229-BUJHX,0.055090502,Low Risk,20.5,1500.95,No
7449-HVPIV,0.47748706,Medium Risk,90.4,5099.15,No
5504-WSIUR,0.13358074,Low Risk,90.25,6385.95,No
8183-ONMXC,0.5171069,High Risk,80.75,159.45,Yes
8466-PZBLH,0.07196409,Low Risk,104.6,6885.75,No
9614-RMGHA,0.4028468,Medium Risk,91.85,5940.85,Yes
8735-IJJEG,0.3907808,Medium Risk,50.2,668.85,No
0564-MUUQK,0.32072482,Medium Risk,95.5,1916.2,No
5054-IEXZT,0.5247412,High Risk,75.35,75.35,Yes
5834-ASPWA,0.56674606,High Risk,75.45,75.45,Yes
0701-RFGFI,0.4495798,Medium Risk,95.4,4613.95,No
0019-EFAEP,0.040583085,Low Risk,101.3,7261.25,No
5619-PTMIK,0.24867044,Low Risk,53.1,2459.8,No
3737-XBQDD,0.3736405,Medium Risk,84.85,2048.8,No
5882-CMAZQ,0.37127152,Medium Risk,34.25,163.55,No
5846-QFDFI,0.31677908,Medium Risk,88.6,2888.7,No
4445-KWOKW,0.15266126,Low Risk,60.15,2421.6,No
3511-APPBJ,0.28435272,Low Risk,99.95,2292.75,No
7967-HYCDE,0.52995443,High Risk,70.7,553.4,No
2430-RRYUW,0.09637549,Low Risk,54.8,3465.7,No
3948-XHGNA,0.22681746,Low Risk,49.55,1210.4,Yes
3723-BFBGR,0.34029683,Medium Risk,54.8,1291.3,No
0565-IYCGT,0.19782971,Low Risk,78.6,5356.45,Yes
5447-WZAFP,0.26809832,Low Risk,100.3,5200.8,No
5110-CHOPY,0.07044153,Low Risk,53.6,3237.05,No
5445-UTODQ,0.5240022,High Risk,81.1,576.65,Yes
4425-OWHWB,0.32766363,Medium Risk,19.35,433.75,No
7892-QVYKW,0.51851153,High Risk,85.6,1868.4,No
9675-ICXCT,0.034684546,Low Risk,80.8,5728.55,No
1024-VRZHF,0.49757093,Medium Risk,74.95,825.7,Yes
4703-MQYKT,0.038540784,Low Risk,19.6,390.4,No
9497-QCMMS,0.6497112,High Risk,93.55,93.55,Yes
5692-ICXLW,0.47728124,Medium Risk,90.7,2845.15,No
0602-DDUML,0.027656084,Low Risk,69.75,3894.4,No
2208-MPXIO,0.026813647,Low Risk,20.0,886.4,No
1960-UYCNN,0.4576152,Medium Risk,95.25,1021.55,No
0348-SDKOL,0.37168992,Medium Risk,102.1,5885.4,Yes
3190-FZATL,0.32870615,Medium Risk,19.95,268.4,No
7336-RLLRH,0.2620445,Low Risk,80.85,2204.35,No
4373-MAVJG,0.4423628,Medium Risk,90.9,1259.0,Yes
8901-HJXTF,0.3950275,Medium Risk,29.2,309.1,Yes
7710-JSYOA,0.035480473,Low Risk,93.3,6398.05,No
5419-KLXBN,0.3451665,Medium Risk,89.15,2257.75,Yes
3424-NMNBO,0.18836766,Low Risk,108.85,6287.25,Yes
9885-MFVSU,0.0452994,Low Risk,46.35,1662.05,No
4514-GFCFI,0.52210635,High Risk,84.75,1350.15,Yes
0607-MVMGC,0.2958337,Low Risk,78.75,3600.65,No
3365-SAIGS,0.43697667,Medium Risk,83.55,1329.15,No
9828-AOQLM,0.44846603,Medium Risk,45.7,45.7,Yes
8022-BECSI,0.20627351,Low Risk,19.6,422.5,No
8000-REIQB,0.5495367,High Risk,69.95,69.95,Yes
9993-LHIEB,0.045138676,Low Risk,67.85,4627.65,No
0266-CLZKZ,0.046445653,Low Risk,105.65,6717.9,No
7615-ESMYF,0.502197,High Risk,44.6,97.1,Yes
3858-VOBET,0.48207244,Medium Risk,74.95,1710.45,Yes
7020-OZKXZ,0.4188569,Medium Risk,75.5,637.4,No
3977-QCRSL,0.328335,Medium Risk,20.15,117.95,No
0017-DINOC,0.07450687,Low Risk,45.2,2460.55,No
1447-PJGGA,0.06008727,Low Risk,95.25,5464.65,Yes
8565-CLBZW,0.4625488,Medium Risk,89.85,2165.05,Yes
9139-WQQDY,0.3082334,Medium Risk,100.45,4941.8,Yes
0224-HJAPT,0.4277428,Medium Risk,47.15,223.15,Yes
8086-OVPWV,0.50605774,High Risk,80.2,181.1,Yes
9430-FRQOC,0.321598,Medium Risk,87.1,341.45,Yes
7639-OPLNG,0.08509851,Low Risk,79.25,5731.85,No
3074-GQWYX,0.5487111,High Risk,75.9,357.75,Yes
1492-QGCLU,0.3409826,Medium Risk,85.7,4616.1,No
6845-RGTYS,0.28775418,Low Risk,98.75,4533.7,Yes
7328-OWMOM,0.26690304,Low Risk,20.1,589.25,No
4418-LZMSV,0.31684893,Medium Risk,61.8,750.1,No
5155-AZQPB,0.31368715,Medium Risk,49.9,1410.25,No
8861-HGGKB,0.5332521,High Risk,86.45,830.85,Yes
1087-GRUYI,0.052596103,Low Risk,20.4,743.5,No
7065-YUNRY,0.3977076,Medium Risk,45.3,45.3,Yes
7694-VLBWQ,0.326741,Medium Risk,104.1,7040.85,Yes
2546-KZAAT,0.15385056,Low Risk,75.4,3865.45,No
0181-RITDD,0.03900516,Low Risk,108.15,6825.65,No
5989-PGKJB,0.42254242,Medium Risk,86.25,1340.1,No
4795-KTRTH,0.41799697,Medium Risk,81.0,371.65,Yes
8272-ONJLV,0.53758,High Risk,95.7,1184.0,No
1488-PBLJN,0.031706166,Low Risk,116.85,8477.7,No
0308-GIQJT,0.3013058,Medium Risk,105.75,7382.85,No
3778-FOAQW,0.20499651,Low Risk,20.15,456.85,No
4452-ROHMO,0.07744625,Low Risk,19.6,331.6,No
6481-OGDOO,0.16379155,Low Risk,90.6,6056.15,Yes
3090-LETTY,0.30892175,Medium Risk,60.95,134.6,No
5349-AZPEW,0.4397451,Medium Risk,25.05,125.5,No
3753-TSEMP,0.47230345,Medium Risk,88.15,1390.6,Yes
8305-VHZBZ,0.4113557,Medium Risk,20.2,20.2,Yes
9720-JJJOR,0.12865044,Low Risk,60.3,2511.3,No
8100-HZZLJ,0.24035393,Low Risk,63.95,2737.05,No
8775-ERLNB,0.5012224,High Risk,74.3,74.3,No
8309-IEYJD,0.4976609,Medium Risk,70.6,70.6,No
9172-JITSM,0.48131627,Medium Risk,90.8,2361.8,Yes
6298-QDFNH,0.42957583,Medium Risk,79.35,1730.35,Yes
7398-HPYZQ,0.055971067,Low Risk,90.55,6404.0,No
3546-GHEAE,0.06716213,Low Risk,19.45,165.35,No
7361-YPXFS,0.26457247,Low Risk,64.45,1867.6,No
6557-BZXLQ,0.5613311,High Risk,69.65,1043.3,No
2550-QHZGP,0.33605167,Medium Risk,19.5,128.6,No
7519-JTWQH,0.038348906,Low Risk,110.5,7455.45,No
2538-OIMXF,0.4055572,Medium Risk,24.7,24.7,No
8543-MSDMF,0.3044845,Medium Risk,77.4,206.15,No
9961-JBNMK,0.43657187,Medium Risk,96.8,2030.3,Yes
1170-SASML,0.27564198,Low Risk,85.4,5869.4,No
4872-JCVCA,0.023441084,Low Risk,47.6,3377.8,No
5346-BZCHP,0.029568898,Low Risk,19.4,1346.2,No
2038-LLMLM,0.4072197,Medium Risk,103.85,4946.05,No
6173-ITPWD,0.37747052,Medium Risk,83.35,4065.0,Yes
9734-UYXQI,0.3808705,Medium Risk,49.4,106.55,Yes
1216-BGTSP,0.2886547,Low Risk,108.45,4964.7,No
4138-NAXED,0.3689742,Medium Risk,81.0,4085.75,No
2189-UXTKY,0.25494453,Low Risk,79.2,1742.75,Yes
0744-BIKKF,0.05755045,Low Risk,86.65,6224.8,No
7483-IQWIB,0.48975408,Medium Risk,92.95,3415.25,No
5248-KWLAR,0.03533668,Low Risk,90.35,6325.25,No
4958-GZWIY,0.39845765,Medium Risk,48.7,340.25,Yes
7996-MHXLW,0.033080462,Low Risk,25.15,1683.6,No
7833-PKIHD,0.25060412,Low Risk,76.4,3966.3,No
7061-OVMIM,0.21848601,Low Risk,19.55,608.5,No
5153-RTHKF,0.48895273,Medium Risk,85.35,2896.6,No
1852-QSWCD,0.032660354,Low Risk,24.8,1514.85,No
4832-VRBMR,0.3027648,Medium Risk,103.15,6792.45,No
9079-LWTFD,0.18576139,Low Risk,100.75,4669.2,No
6356-ELRKD,0.47648802,Medium Risk,95.6,95.6,Yes
8624-GIOUT,0.19150096,Low Risk,59.75,2934.3,Yes
3392-EHMNK,0.05291377,Low Risk,94.1,6302.8,No
5986-WWXDV,0.21711625,Low Risk,19.35,779.2,No
3061-BCKYI,0.37174952,Medium Risk,19.9,283.75,No
6179-GJPSO,0.2084914,Low Risk,108.15,4600.7,Yes
7901-TBKJX,0.50817215,High Risk,101.05,5594.0,No
7228-PAQPD,0.21220435,Low Risk,59.1,772.85,No
3177-LASXD,0.5092541,High Risk,71.35,71.35,Yes
7746-QYVCO,0.14045069,Low Risk,55.85,857.8,No
5804-HYIEZ,0.27887145,Low Risk,106.05,7554.05,No
9919-FZDED,0.04496829,Low Risk,84.1,5981.65,No
5934-TSSAU,0.34855142,Medium Risk,75.3,1702.9,No
3486-KHMLI,0.37842625,Medium Risk,24.7,467.15,No
4897-QSUYC,0.3900282,Medium Risk,20.15,20.15,Yes
1084-UQCHV,0.524084,High Risk,69.75,69.75,Yes
8290-YWKHZ,0.54222864,High Risk,93.2,2931.0,Yes
2955-BJZHG,0.531338,High Risk,80.85,1400.85,Yes
3806-DXQOM,0.29241604,Low Risk,33.65,137.85,Yes
6784-XYJAE,0.3551473,Medium Risk,55.8,1941.5,No
3933-DQPWX,0.033225022,Low Risk,39.7,1932.75,No
6661-EIPZC,0.22133778,Low Risk,29.5,1423.05,No
8957-THMOA,0.038004406,Low Risk,20.15,970.85,No
2251-PYLPB,0.038960222,Low Risk,79.55,5810.9,No
5555-RNPGT,0.45832586,Medium Risk,24.8,223.9,No
1057-FOGLZ,0.36943907,Medium Risk,19.65,391.7,No
9300-RENDD,0.6095753,High Risk,79.95,79.95,Yes
0761-AETCS,0.42586792,Medium Risk,19.3,19.3,Yes
8087-LGYHQ,0.493854,Medium Risk,94.05,811.65,No
4137-BTIKL,0.2600607,Low Risk,90.75,174.75,No
2190-BCXEC,0.26133534,Low Risk,78.85,3126.85,No
6227-FBDXH,0.38188806,Medium Risk,99.5,6841.45,No
2153-MREFK,0.2800372,Low Risk,99.2,3754.6,Yes
2911-WDXMV,0.47613353,Medium Risk,80.55,1406.65,No
7206-PQBBZ,0.4332581,Medium Risk,70.2,834.7,No
3106-ULWFW,0.5240556,High Risk,85.2,627.4,Yes
0925-VYDLG,0.5034935,High Risk,75.25,242.0,Yes
4547-FZJWE,0.21963695,Low Risk,59.45,3157.0,No
7422-WNBTY,0.44475347,Medium Risk,93.35,3092.0,No
0842-IWYCP,0.40593272,Medium Risk,44.95,2168.9,No
3521-HTQTV,0.1081652,Low Risk,26.1,980.35,No
3744-ZBHON,0.39097527,Medium Risk,20.2,65.95,No
3373-DIUUN,0.07015426,Low Risk,21.25,711.9,No
8383-SGHJU,0.29823378,Low Risk,59.4,1952.8,No
7607-QKKTJ,0.26736122,Low Risk,95.0,4368.85,No
7707-PYBBH,0.21293688,Low Risk,61.9,2647.1,No
8984-HPEMB,0.033867784,Low Risk,118.65,8477.6,No
4349-GFQHK,0.37340873,Medium Risk,54.35,54.35,Yes
4139-DETXS,0.034259994,Low Risk,64.45,4528.0,No
9779-DPNEJ,0.40886468,Medium Risk,80.15,1790.65,No
9805-FILKB,0.21417803,Low Risk,20.2,845.6,No
5793-YOLJN,0.05336427,Low Risk,21.0,1210.3,No
0673-IGUQO,0.4145267,Medium Risk,20.45,20.45,No
4123-FCVCB,0.30839023,Medium Risk,75.85,854.45,No
8819-IMISP,0.42599952,Medium Risk,80.45,2429.1,No
7802-EFKNY,0.45430169,Medium Risk,24.95,100.4,Yes
8311-UEUAB,0.059823975,Low Risk,75.5,5229.45,No
5858-EAFCZ,0.3792327,Medium Risk,44.45,44.45,No
8035-BUYVG,0.30545908,Medium Risk,42.35,1716.45,Yes
1163-ONYEY,0.23017302,Low Risk,74.55,3023.55,No
9787-XVQIU,0.56674606,High Risk,75.3,75.3,Yes
8945-MUQUF,0.21139427,Low Risk,94.8,4837.6,Yes
5656-MJEFC,0.07305202,Low Risk,48.15,2032.3,No
6082-OQFBA,0.20627351,Low Risk,19.65,436.9,No
8051-HJRLT,0.5495367,High Risk,70.55,70.55,Yes
8974-OVACP,0.40633905,Medium Risk,20.15,20.15,No
4010-YLMVT,0.20088363,Low Risk,106.6,5893.95,No
1379-FRVEB,0.48089874,Medium Risk,91.0,1430.05,No
